,gameidx,move
2794,1370,"[2, 2, 2, 2, 2, 1]"
2795,783,"[1, 1, 3, 3, 3, 3, 1, 1]"
2796,1613,"[1, 3, 3, 3, 3, 3]"
2797,528,"[0, 0, 0, 2, 2, 2, 2, 0, 0]"
2798,2968,"[1, 1, 1, 1, 1, 3]"
2799,3182,[]
2800,2221,"[2, 2, 3, 2, 1, 1, 1, 3, 3, 1, 1]"
2801,1710,"[1, 1, 1, 1, 1, 3]"
2802,801,"[2, 1, 1, 1, 1, 2]"
2803,2653,"[2, 2, 0, 0, 0, 0, 2, 2]"
2804,1429,"[0, 0, 0, 0, 0, 3, 3, 3, 3, 3, 2, 1, 1, 1, 1]"
2805,754,"[1, 1, 1, 1, 1, 3, 3, 3, 3, 3]"
2806,2846,"[1, 1, 2, 1, 1, 1, 3]"
2807,436,"[0, 0, 0, 3, 3, 3, 3, 3]"
2808,1102,"[1, 1, 1, 3, 3, 3, 3, 0, 0, 0, 3]"
2809,2275,"[1, 2, 2, 2, 2]"
2810,1207,"[2, 2, 2, 2, 2, 0, 0, 0]"
2811,428,"[3, 3, 3, 3, 3]"
2812,715,"[1, 3, 3, 1, 1, 1, 2, 2]"
2813,2113,"[0, 0, 2, 2, 2, 2, 0]"
2814,758,"[2, 0, 0, 0, 2, 2, 2, 2, 0]"
2815,2845,[]
2816,2784,"[3, 0, 0, 0, 0, 3]"
2817,2639,"[0, 0, 0, 0, 3, 3, 0]"
2818,2101,"[2, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
2819,1651,"[2, 2, 2, 2, 1]"
2820,2384,"[1, 1, 1, 1, 2, 2]"
2821,2731,"[2, 2, 2, 2, 2, 1, 1, 1, 1]"
2822,85,"[1, 1, 1, 1, 1, 2, 2]"
2823,1256,"[1, 0, 3, 3, 3, 3, 0, 3]"
2824,2241,"[1, 1, 1, 3, 3, 3, 3, 3]"
2825,2897,"[2, 2, 2, 2, 0]"
2826,2242,"[3, 3, 3, 3, 1, 1, 1, 1, 3]"
2827,1387,"[0, 3, 3, 3, 1, 3, 3]"
2828,2554,"[1, 1, 1, 1, 1, 2]"
2829,1029,"[0, 2, 2, 0, 2, 2]"
2830,1182,"[3, 3, 3, 3, 1]"
2831,1820,[]
2832,884,"[1, 3, 3, 3, 3, 3, 1, 1, 1, 2]"
2833,595,"[2, 2, 2, 2, 2, 0, 0, 0]"
2834,139,"[0, 3, 3, 3, 3, 3, 1]"
2835,2970,"[2, 2, 2, 2]"
2836,2677,"[2, 2, 0, 2, 2, 2, 0, 0, 0]"
2837,572,"[1, 3, 3, 3, 3, 3]"
2838,1599,"[3, 3, 3, 0, 0, 0, 0]"
2839,2759,"[1, 3, 3, 3, 3, 3]"
2840,794,"[3, 3, 3, 3, 0]"
2841,1428,"[2, 2, 0, 0, 0, 0, 0]"
2842,663,"[3, 3, 3, 3, 3]"
2843,3158,"[2, 2, 1, 1, 1, 1, 2, 2]"
2844,500,"[0, 2, 2, 2, 2, 0, 0, 0, 0]"
2845,875,"[2, 1, 1, 1, 1, 1, 2]"
2846,356,"[1, 3, 1, 1, 1]"
2847,2486,[]
2848,962,"[3, 2, 1, 1, 1, 1, 1]"
2849,1348,"[2, 0, 0, 0, 0]"
2850,559,"[3, 3, 3, 3, 1, 1, 1, 1, 1]"
2851,1507,"[1, 1, 1, 2, 2, 2, 1]"
2852,2798,"[2, 1, 1, 1, 1, 1]"
2853,259,"[1, 1, 1, 1]"
2854,539,"[0, 3, 0, 0, 0]"
2855,649,"[1, 1, 1, 1, 1, 3]"
2856,1750,"[1, 1, 1, 1]"
2857,2731,"[1, 1, 1, 3, 3, 3, 1, 1, 3]"
2858,1371,"[0, 0, 3, 3, 3, 3]"
2859,884,"[0, 3, 0, 3, 3, 3]"
2860,2853,"[1, 1, 1, 1, 3, 3, 3, 3]"
2861,2305,"[0, 0, 0, 2, 0]"
2862,1546,"[3, 3, 1, 1, 1, 1, 1]"
2863,2730,[]
2864,1420,"[2, 2, 3, 3, 3, 3, 3, 0, 0, 0, 0, 2, 2, 2, 2]"
2865,160,"[0, 0, 0, 0, 0, 2, 2]"
2866,652,"[1, 1, 1, 3, 1]"
2867,699,"[3, 3, 3, 3, 1, 3]"
2868,2661,"[0, 0, 0, 0, 3]"
2869,1582,"[1, 2, 2, 2, 2, 2]"
2870,2705,"[0, 0, 0, 0, 0, 3, 3, 1]"
2871,1268,"[0, 0, 0, 0, 2, 2, 0, 2, 2, 2]"
2872,2425,"[3, 0, 0, 0, 3, 3, 3, 3]"
2873,2050,"[0, 0, 0, 0, 3, 3, 3, 3, 1]"
2874,3004,"[1, 1, 3, 3, 3, 3, 3, 0]"
2875,1207,"[0, 0, 0, 2, 2, 2, 2]"
2876,2152,"[3, 1, 1, 1, 1, 1, 2]"
2877,419,"[1, 1, 1, 1, 3, 0, 3, 3, 3, 3, 1]"
2878,2330,"[3, 3, 1, 1, 1, 1, 1]"
2879,2421,[]
2880,2772,"[1, 1, 1, 0, 0, 0, 2, 2, 2, 2, 2]"
2881,1250,"[1, 1, 3, 3, 3, 3, 3]"
2882,3141,"[1, 1, 1, 1, 1]"
2883,751,"[0, 0, 0, 0, 0]"
2884,2370,"[3, 1, 3, 3, 3, 0, 0, 0]"
2885,854,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 3]"
2886,1112,"[2, 1, 1, 1, 1, 3, 3, 3, 1]"
2887,1891,"[0, 0, 0, 0, 0]"
2888,879,"[2, 0, 0, 0, 0, 0]"
2889,2942,"[3, 1, 1, 1, 1, 1]"
2890,1239,"[2, 2, 2, 2, 0]"
2891,536,"[2, 2, 2, 0, 0, 0, 0, 0]"
2892,1463,"[0, 0, 0, 0, 0]"
2893,3255,"[3, 1, 1, 1, 1, 1]"
2894,2372,"[1, 1, 1, 2, 2, 2, 2, 0, 2, 0, 0, 0, 0]"
2895,2864,[]
2896,1894,"[2, 0, 0, 0, 0, 0]"
2897,775,"[1, 1, 2, 2, 2, 2]"
2898,541,"[2, 2, 2, 2, 1, 1, 1, 1, 1, 2]"
2899,2154,"[3, 3, 1, 1, 3, 3, 3, 1, 1]"
2900,568,"[2, 1, 1, 1, 1, 3]"
2901,2386,"[0, 2, 2, 2, 2]"
2902,1432,"[1, 1, 1, 1, 1, 2, 2]"
2903,1398,"[3, 3, 3, 3, 3, 1, 1]"
2904,2678,"[1, 1, 1, 1, 1]"
2905,999,"[3, 0, 0, 0, 0, 3, 3, 3]"
2906,855,"[1, 1, 3, 3, 3, 3, 3]"
2907,2802,"[3, 3, 3, 0, 0, 3]"
2908,1203,"[3, 0, 0, 2, 2, 0, 0, 0]"
2909,1504,"[1, 1, 1, 2, 2, 2, 2, 0]"
2910,2478,"[0, 3, 3, 3, 3, 3, 1]"
2911,3184,[]
2912,3261,"[2, 2, 2, 2]"
2913,2463,"[2, 2, 2, 2, 0, 0, 0]"
2914,1649,"[0, 0, 0, 0, 0, 3]"
2915,1966,"[3, 1, 3, 3, 3, 3, 1]"
2916,1870,"[3, 3, 1, 3, 3, 3]"
2917,1802,"[1, 1, 1, 1, 1]"
2918,1344,"[1, 2, 2, 2, 2, 0, 0]"
2919,2177,"[2, 0, 0, 0, 3, 3, 3, 0]"
2920,2034,"[1, 1, 2, 2, 2, 2]"
2921,3221,"[1, 1, 1, 3, 3, 3, 3, 1]"
2922,1593,"[2, 2, 2, 2]"
2923,240,"[3, 1, 1, 1, 1, 2]"
2924,301,"[3, 3, 0, 0, 3, 3]"
2925,1156,"[3, 3, 3, 3, 1, 1, 1, 1, 1]"
2926,888,"[3, 3, 3, 3, 3, 1, 1, 2]"
2927,781,[]
2928,1387,"[3, 3, 0, 0, 0, 0, 0]"
2929,1373,"[0, 0, 0, 0, 3, 3]"
2930,1965,"[2, 2, 2, 2, 1]"
2931,1006,"[3, 3, 3, 3, 1, 1, 1, 1, 1]"
2932,130,"[3, 2, 1, 1, 1, 1, 2, 2]"
2933,2758,"[0, 0, 0, 0, 0, 3, 3, 3]"
2934,165,"[3, 3, 0, 0, 3, 3, 3]"
2935,2578,"[0, 0, 2, 2, 2, 2, 2, 1]"
2936,3044,"[2, 2, 2, 2]"
2937,713,"[0, 0, 0, 0]"
2938,919,"[3, 2, 2, 2, 0, 0, 0, 0, 0]"
2939,2324,"[2, 0, 0, 0, 0, 0, 2]"
2940,2816,"[3, 3, 0, 3, 0, 0, 3]"
2941,2679,"[0, 0, 0, 0, 0]"
2942,682,"[0, 0, 0, 2, 2, 2, 2, 2, 1]"
2943,1961,[]
2944,476,"[3, 3, 3, 3, 3]"
2945,1252,"[0, 0, 0, 0, 3, 3, 3, 3, 0]"
2946,17,"[1, 1, 1, 3, 3, 3, 1, 3, 3]"
2947,2097,"[2, 2, 1, 1, 1, 1]"
2948,1647,"[2, 2, 1, 1, 2, 2, 1, 2]"
2949,1561,"[1, 1, 1, 1, 3, 3, 3, 3]"
2950,2944,"[3, 3, 3, 3, 0, 0, 0, 0, 0]"
2951,1174,"[2, 1, 2, 2, 2, 2]"
2952,316,"[0, 0, 0, 0, 0]"
2953,2563,"[1, 2, 2, 1, 1, 2, 2, 2, 1]"
2954,3200,"[2, 2, 2, 2]"
2955,1278,"[2, 2, 2, 0, 0, 0, 0, 0]"
2956,1353,"[2, 2, 2, 0, 2, 0, 0, 0]"
2957,3116,"[2, 2, 2, 0, 2, 0, 2]"
2958,1513,"[1, 3, 3, 1, 3, 3]"
2959,701,[]
2960,1938,"[1, 3, 1, 3, 3, 3, 3, 1, 1, 1]"
2961,2866,"[1, 1, 1, 1, 2]"
2962,1477,"[1, 1, 1, 1, 3]"
2963,3133,"[0, 0, 0, 0]"
2964,629,"[1, 1, 1, 1, 1, 2, 2]"
2965,3263,"[0, 3, 0, 3, 3, 0, 0, 0, 3, 3]"
2966,140,"[0, 0, 0, 0, 2]"
2967,1851,"[3, 3, 3, 3, 3, 0]"
2968,567,"[2, 2, 1, 1, 3, 3, 3, 1, 1, 1]"
2969,1158,"[2, 1, 1, 0, 1, 1, 2, 2, 2, 0, 2, 0, 0]"
2970,129,"[1, 1, 2, 2, 2, 2, 0]"
2971,1517,"[3, 0, 3, 0, 3, 0, 3, 3]"
2972,2319,"[1, 1, 1, 1, 2, 2, 2, 2]"
2973,105,"[1, 1, 3, 3, 3, 3, 3]"
2974,548,"[3, 1, 3, 1, 1, 2, 2, 1]"
2975,3242,[]
2976,1087,"[1, 1, 3, 3, 3, 3]"
2977,678,"[2, 1, 2, 2, 2]"
2978,984,"[2, 2, 2, 2, 1, 1, 1, 1, 1, 2]"
2979,315,"[1, 1, 1, 1, 3, 3, 3, 3]"
2980,1562,"[0, 2, 2, 2, 2, 2]"
2981,933,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 3, 3, 3, 3, 3, 1]"
2982,2335,"[3, 3, 3, 1, 3, 1, 1]"
2983,1821,"[3, 3, 0, 0, 0, 0]"
2984,251,"[0, 2, 2, 2, 2, 1]"
2985,2698,"[2, 2, 2, 2, 0, 0, 0]"
2986,1760,"[2, 2, 2, 2, 2, 1, 1]"
2987,2461,"[1, 0, 0, 3, 3, 3, 3]"
2988,970,"[0, 2, 2, 0, 0, 0, 0]"
2989,1129,"[1, 1, 3, 3, 3, 3, 3, 0]"
2990,2846,"[0, 0, 2, 2, 2, 0, 2]"
2991,2595,[]
2992,3263,"[0, 0, 0, 0, 0, 2]"
2993,1941,"[3, 0, 0, 0, 0, 2, 2, 2]"
2994,2688,"[2, 2, 1, 1, 1, 1, 3, 3, 3, 1]"
2995,1553,"[1, 1, 1, 1, 1]"
2996,2102,"[1, 3, 3, 3, 3, 0]"
2997,3048,"[0, 0, 0, 0, 0]"
2998,2227,"[0, 0, 3, 3, 1, 1, 1, 1, 3, 3]"
2999,863,"[1, 1, 1, 1, 1]"
